seqnames	start	end	strand	region	assembly
chr9	114078301	114078800	-	AMBP	hg38
chr9	114099293	114099792	-	KIF12	hg38
chr9	114155037	114155536	+	COL27A1	hg38
chr9	114322598	114323097	+	ORM1	hg38
chr9	114329369	114329868	+	ORM2	hg38
chr9	114387983	114388482	-	AKNA	hg38
chr9	114505474	114505973	-	WHRN	hg38
chr9	114587269	114587768	+	ATP6V1G1	hg38
chr9	114610791	114611290	+	TMEM268	hg38
chr9	114657806	114658305	-	TEX53	hg38
chr9	114682193	114682692	-	TEX48	hg38
chr9	114806040	114806539	-	TNFSF15	hg38
chr9	114930592	114931091	-	TNFSF8	hg38
chr9	115118158	115118657	-	TNC	hg38
chr9	116153291	116153790	+	PAPPA	hg38
chr9	117415058	117415557	-	ASTN2	hg38
chr9	116686805	116687304	+	TRIM32	hg38
chr9	117703903	117704402	+	TLR4	hg38
chr9	119369436	119369935	-	BRINP1	hg38
chr9	120580168	120580667	-	CDK5RAP2	hg38
chr9	120714471	120714970	-	MEGF9	hg38
chr9	120793417	120793916	-	FBXW2	hg38
chr9	120792967	120793466	+	B3GALT9	hg38
chr9	120842923	120843422	-	PSMD5	hg38
chr9	120877189	120877688	-	PHF19	hg38
chr9	120926797	120927296	-	TRAF1	hg38
chr9	121050276	121050775	-	C5	hg38
chr9	121074455	121074954	+	CNTRL	hg38
chr9	121201870	121202369	-	RAB14	hg38
chr9	121267662	121268161	+	GSN	hg38
chr9	121370251	121370750	-	STOM	hg38
chr9	121499845	121500344	-	GGTA1	hg38
chr9	121651134	121651633	+	DAB2IP	hg38
chr9	122093309	122093808	-	TTLL11	hg38
chr9	122159780	122160279	-	NDUFA8	hg38
chr9	122159408	122159907	+	MORN5	hg38
chr9	122228958	122229457	-	LHX6	hg38
chr9	122264841	122265340	-	RBM18	hg38
chr9	122264382	122264881	+	MRRF	hg38
chr9	122370524	122371023	+	PTGS1	hg38
chr9	122510302	122510801	+	OR1J2	hg38
chr9	122477927	122478426	-	OR1J1	hg38
chr9	122518641	122519140	+	OR1J4	hg38
chr9	122527294	122527793	-	OR1N1	hg38
chr9	122583385	122583884	-	OR1L8	hg38
chr9	122552612	122553111	+	OR1N2	hg38
chr9	122614238	122614737	+	OR1Q1	hg38
chr9	122657627	122658126	-	OR1B1	hg38
chr9	122661216	122661715	+	OR1L1	hg38
chr9	122674630	122675129	+	OR1L3	hg38
chr9	122723490	122723989	+	OR1L4	hg38
chr9	122741803	122742302	+	OR1L6	hg38
chr9	122788433	122788932	+	OR5C1	hg38
chr9	122799623	122800122	+	OR1K1	hg38
chr9	122828589	122829088	-	PDCL	hg38
chr9	122905360	122905859	-	RC3H2	hg38
chr9	122913324	122913823	-	ZBTB6	hg38
chr9	122931513	122932012	-	ZBTB26	hg38
chr9	122940520	122941019	+	RABGAP1	hg38
chr9	123033167	123033666	+	GPR21	hg38
chr9	123268587	123269086	-	STRBP	hg38
chr9	123355697	123356196	+	CRB2	hg38
chr9	123930127	123930626	-	DENND1A	hg38
chr9	124011268	124011767	+	LHX2	hg38
chr9	124257449	124257948	+	NEK6	hg38
chr9	124415443	124415942	-	PSMB7	hg38
chr9	124449951	124450450	+	ADGRD2	hg38
chr9	124507400	124507899	-	NR5A1	hg38
chr9	124771312	124771811	-	NR6A1	hg38
chr9	124776633	124777132	+	OLFML2A	hg38
chr9	124852960	124853459	+	WDR38	hg38
chr9	124861958	124862457	-	RPL35	hg38
chr9	124861630	124862129	+	ARPC5L	hg38
chr9	124941084	124941583	-	GOLGA1	hg38
chr9	125143529	125144028	-	SCAI	hg38
chr9	125189804	125190303	-	PPP6C	hg38
chr9	125200042	125200541	+	RABEPK	hg38
chr9	125241344	125241843	-	HSPA5	hg38
chr9	125261326	125261825	+	GAPVD1	hg38
chr9	125707209	125707708	-	MAPKAP1	hg38
chr9	125746873	125747372	+	PBX3	hg38
chr9	126326329	126326828	+	MVB12B	hg38
chr9	126613428	126613927	+	LMX1B	hg38
chr9	126804540	126805039	+	ZBTB43	hg38
chr9	126860139	126860638	+	ZBTB34	hg38
chr9	126914282	126914781	+	RALGPS1	hg38
chr9	127122636	127123135	-	ANGPTL2	hg38
chr9	127264274	127264773	+	GARNL3	hg38
chr9	127396669	127397168	+	SLC2A8	hg38
chr9	127423882	127424381	+	ZNF79	hg38
chr9	127451407	127451906	-	RPL12	hg38
chr9	127451010	127451509	+	LRSAM1	hg38
chr9	127569074	127569573	-	NIBAN2	hg38
chr9	127611777	127612276	+	STXBP1	hg38
chr9	127715664	127716163	-	PTRH1	hg38
chr9	127706488	127706987	+	CFAP157	hg38
chr9	127715579	127716078	+	TTC16	hg38
chr9	127735295	127735794	-	TOR2A	hg38
chr9	127778667	127779166	-	SH2D3C	hg38
chr9	127785534	127786033	+	CDK9	hg38
chr9	127802382	127802881	+	FPGS	hg38
chr9	127854659	127855158	-	ENG	hg38
chr9	127877676	127878175	-	AK1	hg38
chr9	127899604	127900103	-	ST6GALNAC6	hg38
chr9	127917042	127917541	-	ST6GALNAC4	hg38
chr9	127930778	127931277	-	PIP5KL1	hg38
chr9	127937855	127938354	-	DPM2	hg38
chr9	127980990	127981489	-	FAM102A	hg38
chr9	128067321	128067820	-	NAIF1	hg38
chr9	128067732	128068231	+	SLC25A25	hg38
chr9	128127730	128128229	-	PTGES2	hg38
chr9	128148953	128149452	+	LCN2	hg38
chr9	128159765	128160264	+	BBLN	hg38
chr9	128191573	128192072	-	CIZ1	hg38
chr9	128202879	128203378	+	DNM1	hg38
chr9	128276008	128276507	-	GOLGA2	hg38
chr9	128275776	128276275	+	SWI5	hg38
chr9	128322448	128322947	-	TRUB2	hg38
chr9	128322339	128322838	+	COQ4	hg38
chr9	128340027	128340526	+	SLC27A4	hg38
chr9	128370874	128371373	+	URM1	hg38
chr9	128420357	128420856	+	CERCAM	hg38
chr9	128455506	128456005	+	ODF2	hg38
chr9	128504219	128504718	+	GLE1	hg38
chr9	128552087	128552586	+	SPTAN1	hg38
chr9	128656848	128657347	-	DYNC2I2	hg38
chr9	128688722	128689221	+	SET	hg38
chr9	128702003	128702502	+	PKN3	hg38
chr9	128724128	128724627	-	ZDHHC12	hg38
chr9	128771928	128772427	-	ZER1	hg38
chr9	128786753	128787252	+	TBC1D13	hg38
chr9	128818000	128818499	+	ENDOG	hg38
chr9	128829795	128830294	-	SPOUT1	hg38
chr9	128881951	128882450	-	KYAT1	hg38
chr9	128881633	128882132	+	LRRC8A	hg38
chr9	128920482	128920981	+	PHYHD1	hg38
chr9	128947604	128948103	-	DOLK	hg38
chr9	128947199	128947698	+	NUP188	hg38
chr9	129028332	129028831	-	SH3GLB2	hg38
chr9	129036126	129036625	+	MIGA2	hg38
chr9	129080611	129081110	+	DOLPP1	hg38
chr9	129110794	129111293	-	CRAT	hg38
chr9	129110915	129111414	+	PTPA	hg38
chr9	129178262	129178761	-	IER5L	hg38
chr9	129625663	129626162	+	NTMT1	hg38
chr9	129621102	129621601	-	C9orf50	hg38
chr9	129642152	129642651	-	ASB6	hg38
chr9	129665147	129665646	+	PRRX2	hg38
chr9	129753043	129753542	-	PTGES	hg38
chr9	129802684	129803183	+	TOR1B	hg38
chr9	129824137	129824636	-	TOR1A	hg38
chr9	129835276	129835775	-	C9orf78	hg38
chr9	129834958	129835457	+	USP20	hg38
chr9	130043190	130043689	-	FNBP1	hg38
chr9	130053406	130053905	+	GPR107	hg38
chr9	130171904	130172403	+	NCS1	hg38
chr9	130265260	130265759	+	HMCN2	hg38
chr9	130444461	130444960	+	ASS1	hg38
chr9	130579077	130579576	+	FUBP3	hg38
chr9	130664094	130664593	+	PRDM12	hg38
chr9	130693280	130693779	+	EXOSC2	hg38
chr9	130834754	130835253	+	ABL1	hg38
chr9	130896813	130897312	-	QRFP	hg38
chr9	130939248	130939747	-	FIBCD1	hg38
chr9	131008674	131009173	+	LAMC3	hg38
chr9	131096031	131096530	+	AIF1L	hg38
chr9	131125086	131125585	+	NUP214	hg38
chr9	131276511	131277010	-	FAM78A	hg38
chr9	131289223	131289722	+	PLPP7	hg38
chr9	131393586	131394085	+	PRRC2B	hg38
chr9	131502418	131502917	+	POMT1	hg38
chr9	131531264	131531763	-	UCK1	hg38
chr9	131545023	131545522	+	PRRT1B	hg38
chr9	131740077	131740576	-	RAPGEF1	hg38
chr9	132079868	132080367	-	MED27	hg38
chr9	132161558	132162057	+	NTNG2	hg38
chr9	132354987	132355486	-	SETX	hg38
chr9	132406841	132407340	-	TTF1	hg38
chr9	132409711	132410210	+	CFAP77	hg38
chr9	132582106	132582605	+	BARHL1	hg38
chr9	132669984	132670483	-	DDX31	hg38
chr9	132669964	132670463	+	GTF3C4	hg38
chr9	132878285	132878784	-	AK8	hg38
chr9	132878398	132878897	+	SPACA9	hg38
chr9	132944617	132945116	-	TSC1	hg38
chr9	132978194	132978693	+	GFI1B	hg38
chr9	133030497	133030996	+	GTF3C5	hg38
chr9	133061481	133061980	+	CEL	hg38
chr9	133121241	133121740	-	RALGDS	hg38
chr9	133163915	133164414	-	GBGT1	hg38
chr9	133209251	133209750	-	OBP2B	hg38
chr9	133275202	133275701	-	ABO	hg38
chr9	133336189	133336688	-	SURF6	hg38
chr9	133348132	133348631	-	MED22	hg38
chr9	133347718	133348217	+	RPL7A	hg38
chr9	133356488	133356987	-	SURF1	hg38
chr9	133356050	133356549	+	SURF2	hg38
chr9	133376061	133376560	-	SURF4	hg38
chr9	133375866	133376365	+	STKLD1	hg38
chr9	133418011	133418510	-	REXO4	hg38
chr9	133421867	133422366	+	ADAMTS13	hg38
chr9	133459478	133459977	+	CACFD1	hg38
chr9	133479100	133479599	-	SLC2A6	hg38
chr9	133524960	133525459	-	MYMK	hg38
chr9	133534204	133534703	+	ADAMTSL2	hg38
chr9	133609390	133609889	-	FAM163B	hg38
chr9	133635863	133636362	+	DBH	hg38
chr9	133738353	133738852	-	SARDH	hg38
chr9	133992325	133992824	-	VAV2	hg38
chr9	134024981	134025480	+	BRD3OS	hg38
chr9	134068027	134068526	-	BRD3	hg38
chr9	134135582	134136081	+	WDR5	hg38
chr9	134325955	134326454	+	RXRA	hg38
chr9	134641303	134641802	+	COL5A1	hg38
chr9	134880310	134880809	+	FCN2	hg38
chr9	134917913	134918412	-	FCN1	hg38
chr9	135087168	135087667	+	OLFM1	hg38
chr9	135479282	135479781	+	PPP1R26	hg38
chr9	135499870	135500369	-	C9orf116	hg38
chr9	135500182	135500681	+	MRPS2	hg38
chr9	135520940	135521439	+	LCN1	hg38
chr9	135545626	135546125	+	OBP2A	hg38
chr9	135561256	135561755	+	PAEP	hg38
chr9	135613683	135614182	+	LOC102723971	hg38
chr9	135639541	135640040	-	GLT6D1	hg38
chr9	135662809	135663308	+	LCN9	hg38
chr9	135699482	135699981	-	SOHLH1	hg38
chr9	135701685	135702184	+	KCNT1	hg38
chr9	135907547	135908046	-	CAMSAP1	hg38
chr9	135961374	135961873	-	UBAC1	hg38
chr9	136095290	136095789	-	NACC2	hg38
chr9	136118876	136119375	-	TMEM250	hg38
chr9	136205129	136205628	-	LHX3	hg38
chr9	136245813	136246312	-	QSOX2	hg38
chr9	136304095	136304594	-	CCDC187	hg38
chr9	136327039	136327538	+	GPSM1	hg38
chr9	136363745	136364244	-	DNLZ	hg38
chr9	136373670	136374169	-	CARD9	hg38
chr9	136400171	136400670	-	SNAPC4	hg38
chr9	136410615	136411114	-	ENTR1	hg38
chr9	136410158	136410657	+	PMPCA	hg38
chr9	136439846	136440345	-	INPP5E	hg38
chr9	136483041	136483540	-	SEC16A	hg38
chr9	136546049	136546548	-	NOTCH1	hg38
chr9	136662416	136662915	+	EGFL7	hg38
chr9	136687458	136687957	-	AGPAT2	hg38
chr9	136712072	136712571	+	DIPK1B	hg38
chr9	136742941	136743440	-	LCN10	hg38
chr9	136748526	136749025	-	LCN6	hg38
chr9	136758244	136758743	-	LCN8	hg38
chr9	136764519	136765018	-	LCN15	hg38
chr9	136790844	136791343	+	TMEM141	hg38
chr9	136795838	136796337	+	CCDC183	hg38
chr9	136807448	136807947	+	RABL6	hg38
chr9	136841978	136842477	+	AJM1	hg38
chr9	136848909	136849408	+	PHPT1	hg38
chr9	136851846	136852345	+	MAMDC4	hg38
chr9	136866309	136866808	-	EDF1	hg38
chr9	136886016	136886515	+	TRAF2	hg38
chr9	136944739	136945238	-	FBXW5	hg38
chr9	136944743	136945242	+	C8G	hg38
chr9	136951773	136952272	+	LCN12	hg38
chr9	136977004	136977503	+	PTGDS	hg38
chr9	136982493	136982992	+	LCNL1	hg38
chr9	136991922	136992421	+	PAXX	hg38
chr9	136996569	136997068	-	CLIC3	hg38
chr9	137028238	137028737	-	ABCA2	hg38
chr9	137032089	137032588	-	FUT7	hg38
chr9	137046178	137046677	-	NPDC1	hg38
chr9	137054062	137054561	-	ENTPD2	hg38
chr9	137070558	137071057	-	SAPCD2	hg38
chr9	137077017	137077516	+	UAP1L1	hg38
chr9	137086485	137086984	+	MAN1B1	hg38
chr9	137114734	137115233	-	DPP7	hg38
chr9	137138654	137139153	+	GRIN1	hg38
chr9	137170052	137170551	-	LRRC26	hg38
chr9	137172057	137172556	-	TMEM210	hg38
chr9	137188561	137189060	-	ANAPC2	hg38
chr9	137188176	137188675	+	SSNA1	hg38
chr9	137200742	137201241	-	TPRN	hg38
chr9	137205649	137206148	-	TMEM203	hg38
chr9	137205200	137205699	+	NDOR1	hg38
chr9	137222241	137222740	-	RNF208	hg38
chr9	137224674	137225173	+	CYSRT1	hg38
chr9	137227002	137227501	+	RNF224	hg38
chr9	137230401	137230900	+	SLC34A3	hg38
chr9	137240787	137241286	+	TUBB4B	hg38
chr9	137247752	137248251	-	FAM166A	hg38
chr9	137250786	137251285	+	STPG3	hg38
chr9	137254827	137255326	+	NELFB	hg38
chr9	137277226	137277725	+	TOR4A	hg38
chr9	137302272	137302771	-	NRARP	hg38
chr9	137423163	137423662	-	EXD3	hg38
chr9	137422893	137423392	+	NOXA1	hg38
chr9	137441358	137441857	-	ENTPD8	hg38
chr9	137459335	137459834	-	NSMF	hg38
chr9	137550403	137550902	-	PNPLA7	hg38
chr9	137551379	137551878	+	MRPL41	hg38
chr9	137578926	137579425	-	DPH7	hg38
chr9	137590513	137591012	-	ZMYND19	hg38
chr9	137605186	137605685	+	ARRDC1	hg38
chr9	137618505	137619004	+	EHMT1	hg38
chr9	137877282	137877781	+	CACNA1B	hg38
chr10	49297	49796	-	TUBB8	hg38
chr10	134955	135454	+	ZMYND11	hg38
chr10	689669	690168	-	DIP2C	hg38
chr10	931706	932205	-	LARP4B	hg38
chr10	987934	988433	+	GTPBP4	hg38
chr10	1025860	1026359	-	IDI2	hg38
chr10	1049120	1049619	-	IDI1	hg38
chr10	1055885	1056384	+	WDR37	hg38
chr10	1737526	1738025	-	ADARB2	hg38
chr10	3067048	3067547	+	PFKP	hg38
chr10	3172783	3173282	-	PITRM1	hg38
chr10	3785210	3785709	-	KLF6	hg38
chr10	4825707	4826206	+	AKR1E2	hg38
chr10	4962915	4963414	+	AKR1C1	hg38
chr10	5003858	5004357	-	AKR1C2	hg38
chr10	5093914	5094413	+	AKR1C3	hg38
chr10	5185151	5185650	-	AKR1C8	hg38
chr10	5196337	5196836	+	AKR1C4	hg38
chr10	5364466	5364965	+	UCN3	hg38
chr10	5404829	5405328	-	TUBAL3	hg38
chr10	5412057	5412556	+	NET1	hg38
chr10	5499571	5500070	-	CALML5	hg38
chr10	5524461	5524960	+	CALML3	hg38
chr10	5666596	5667095	-	ASB13	hg38
chr10	5684338	5684837	+	TASOR2	hg38
chr10	5813435	5813934	-	GDI2	hg38
chr10	5889894	5890393	-	ANKRD16	hg38
chr10	5889743	5890242	+	FBH1	hg38
chr10	5977544	5978043	-	IL15RA	hg38
chr10	6062368	6062867	-	IL2RA	hg38
chr10	6088534	6089033	+	RBM17	hg38
chr10	6202432	6202931	+	PFKFB3	hg38
chr10	6580277	6580776	-	PRKCQ	hg38
chr10	7411035	7411534	-	SFMBT2	hg38
chr10	7666967	7667466	-	ITIH5	hg38
chr10	7702816	7703315	+	ITIH2	hg38
chr10	7787994	7788493	-	KIN	hg38
chr10	7787677	7788176	+	ATP5F1C	hg38
chr10	7818005	7818504	+	TAF3	hg38
chr10	8054188	8054687	+	GATA3	hg38
chr10	11017372	11017871	+	CELF2	hg38
chr10	11611651	11612150	-	USP6NL	hg38
chr10	11741882	11742381	+	ECHDC3	hg38
chr10	11822856	11823355	+	PROSER2	hg38
chr10	12042810	12043309	-	UPF2	hg38
chr10	12068454	12068953	+	DHTKD1	hg38
chr10	12129177	12129676	+	SEC61A2	hg38
chr10	12195892	12196391	-	NUDT5	hg38
chr10	12195688	12196187	+	CDC123	hg38
chr10	12349047	12349546	+	CAMK1D	hg38
chr10	13001714	13002213	-	CCDC3	hg38
chr10	13099663	13100162	+	OPTN	hg38
chr10	13161058	13161557	+	MCM10	hg38
chr10	13234375	13234874	-	UCMA	hg38
chr10	13300065	13300564	-	PHYH	hg38
chr10	13348294	13348793	-	SEPHS1	hg38
chr10	13529015	13529514	-	BEND7	hg38
chr10	13586465	13586964	+	PRPF18	hg38
chr10	14330925	14331424	-	FRMD4A	hg38
chr10	14774898	14775397	-	FAM107B	hg38
chr10	14838038	14838537	-	CDNF	hg38
chr10	14837806	14838305	+	HSPA14	hg38
chr10	14837806	14838305	+	LOC100421372	hg38
chr10	14878366	14878865	+	SUV39H2	hg38
chr10	14954097	14954596	-	DCLRE1C	hg38
chr10	14958888	14959387	+	MEIG1	hg38
chr10	15043443	15043942	+	OLAH	hg38
chr10	15088777	15089276	-	ACBD7	hg38
chr10	15096855	15097354	+	RPP38	hg38
chr10	15168694	15169193	-	NMT2	hg38
chr10	15371290	15371789	-	FAM171A1	hg38
chr10	15719923	15720422	-	ITGA8	hg38
chr10	15860508	15861007	-	MINDY3	hg38
chr10	16436510	16437009	+	PTER	hg38
chr10	16521880	16522379	-	C1QL3	hg38
chr10	16817425	16817924	-	RSU1	hg38
chr10	17129812	17130311	-	CUBN	hg38
chr10	17201673	17202172	-	TRDMT1	hg38
chr10	17227741	17228240	+	VIM	hg38
chr10	17454596	17455095	-	ST8SIA6	hg38
chr10	17617375	17617874	-	HACD1	hg38
chr10	17643651	17644150	+	STAM	hg38
chr10	17751701	17752200	+	TMEM236	hg38
chr10	17808848	17809347	+	MRC1	hg38
chr10	17951418	17951917	+	SLC39A12	hg38
chr10	18139924	18140423	+	CACNB2	hg38
chr10	18651588	18652087	-	NSUN6	hg38
chr10	18658931	18659430	+	ARL5B	hg38
chr10	19048301	19048800	+	MALRD1	hg38
chr10	19815932	19816431	+	PLXDC2	hg38
chr10	20897312	20897811	-	NEBL	hg38
chr10	21525683	21526182	-	SKIDA1	hg38
chr10	21533732	21534231	+	MLLT10	hg38
chr10	22003731	22004230	-	DNAJC1	hg38
chr10	22218016	22218515	-	EBLN1	hg38
chr10	22315888	22316387	+	COMMD3	hg38
chr10	22320599	22321098	+	BMI1	hg38
chr10	22344996	22345495	+	SPAG6	hg38
chr10	22714579	22715078	-	PIP4K2A	hg38
chr10	22927553	22928052	+	ARMC3	hg38
chr10	23095079	23095578	+	MSRB2	hg38
chr10	23191812	23192311	+	PTF1A	hg38
chr10	23344798	23345297	-	C10orf67	hg38
chr10	23438575	23439074	+	OTUD1	hg38
chr10	24208638	24209137	+	KIAA1217	hg38
chr10	24723888	24724387	-	ARHGAP21	hg38
chr10	24952607	24953106	-	PRTFDC1	hg38
chr10	25016112	25016611	+	THNSL1	hg38
chr10	25016159	25016658	-	ENKUR	hg38
chr10	25174501	25175000	+	GPR158	hg38
chr10	25933729	25934228	+	MYO3A	hg38
chr10	26216274	26216773	+	GAD2	hg38
chr10	26437841	26438340	+	APBB1IP	hg38
chr10	26697201	26697700	+	PDSS1	hg38
chr10	26860959	26861458	-	ABI1	hg38
chr10	27100495	27100994	-	ANKRD26	hg38
chr10	27154385	27154884	-	YME1L1	hg38
chr10	27154852	27155351	+	MASTL	hg38
chr10	27240798	27241297	-	ACBD5	hg38
chr10	27503804	27504303	+	RAB18	hg38
chr10	27745820	27746319	-	MKX	hg38
chr10	27999080	27999579	-	ODAD2	hg38
chr10	28303065	28303564	-	MPP7	hg38
chr10	28532618	28533117	+	WAC	hg38
chr10	28677021	28677520	+	BAMBI	hg38
chr10	29288570	29289069	+	LYZL1	hg38
chr10	29634972	29635471	-	SVIL	hg38
chr10	30059587	30060086	-	JCAD	hg38
chr10	30349279	30349778	-	MTPAP	hg38
chr10	30433684	30434183	+	MAP3K8	hg38
chr10	30629754	30630253	-	LYZL2	hg38
chr10	31031866	31032365	-	ZNF438	hg38
chr10	31318716	31319215	+	ZEB1	hg38
chr10	31928832	31929331	-	ARHGAP12	hg38
chr10	32056426	32056925	-	KIF5B	hg38
chr10	32347159	32347658	-	EPC1	hg38
chr10	32445640	32446139	+	CCDC7	hg38
chr10	32958231	32958730	-	ITGB1	hg38
chr10	33334668	33335167	-	NRP1	hg38
chr10	34815297	34815796	-	PARD3	hg38
chr10	35090342	35090841	-	CUL2	hg38
chr10	35126346	35126845	+	CREM	hg38
chr10	35336009	35336508	+	CCNY	hg38
chr10	35604841	35605340	+	GJD4	hg38
chr10	35642297	35642796	-	FZD8	hg38
chr10	37125098	37125597	+	ANKRD30A	hg38
chr10	37857611	37858110	-	ZNF248	hg38
chr10	37976648	37977147	-	ZNF25	hg38
chr10	38010175	38010674	+	ZNF33A	hg38
chr10	38093837	38094336	+	ZNF37A	hg38
chr10	42638571	42639070	-	ZNF33B	hg38
chr10	42782295	42782794	+	BMS1	hg38
chr10	43076569	43077068	+	RET	hg38
chr10	43137945	43138444	+	CSGALNACT2	hg38
chr10	43267066	43267565	-	RASGEF1A	hg38
chr10	43371136	43371635	+	FXYD4	hg38
chr10	43409187	43409686	-	HNRNPF	hg38
chr10	43436611	43437110	+	ZNF487	hg38
chr10	43574617	43575116	-	ZNF239	hg38
chr10	43605938	43606437	+	ZNF485	hg38
chr10	43648882	43649381	-	ZNF32	hg38
chr10	44385098	44385597	-	CXCL12	hg38
chr10	44910837	44911336	+	TMEM72	hg38
chr10	44959302	44959801	+	RASSF4	hg38
chr10	44978810	44979309	-	DEPP1	hg38
chr10	45000423	45000922	+	ZNF22	hg38
chr10	45315609	45316108	-	OR13A1	hg38
chr10	45373716	45374215	+	ALOX5	hg38
chr10	45535372	45535871	-	MARCHF8	hg38
chr10	45672773	45673272	-	ZFAND4	hg38
chr10	45726766	45727265	+	WASHC2C	hg38
chr10	45847501	45848000	-	AGAP4	hg38
chr10	45971989	45972488	+	TIMM23	hg38
chr10	46030624	46031123	-	NCOA4	hg38
chr10	46046270	46046769	-	MSMB	hg38
chr10	46286497	46286996	+	ANTXRL	hg38
chr10	46375276	46375775	+	ANXA8L1	hg38
chr10	46465959	46466458	-	NPY4R	hg38
chr10	46556659	46557158	-	GPRIN2	hg38
chr10	46578628	46579127	+	SYT15	hg38
chr10	46910928	46911427	+	PTPN20	hg38
chr10	47299697	47300196	+	GDF10	hg38
chr10	47321954	47322453	+	GDF2	hg38
chr10	47347863	47348362	+	RBP3	hg38
chr10	47384294	47384793	-	ZNF488	hg38
chr10	47484116	47484615	-	ANXA8	hg38
chr10	47491701	47492200	-	FAM25G	hg38
chr10	47523639	47524138	-	AGAP9	hg38
chr10	47763593	47764092	-	LOC102724488	hg38
chr10	47918162	47918661	+	NPY4R2	hg38
chr10	47999792	48000291	-	FAM25C	hg38
chr10	48274697	48275196	-	FRMPD2	hg38
chr10	48306177	48306676	+	MAPK8	hg38
chr10	48605074	48605573	-	ARHGAP22	hg38
chr10	48684373	48684872	+	WDFY4	hg38
chr10	48939841	48940340	-	LRRC18	hg38
chr10	49115523	49116022	-	VSTM4	hg38
chr10	49134022	49134521	-	FAM170B	hg38
chr10	49188392	49188891	-	TMEM273	hg38
chr10	49298670	49299169	+	C10orf71	hg38
chr10	49396090	49396589	-	DRGX	hg38
chr10	49539122	49539621	-	ERCC6	hg38
chr10	49524282	49524781	-	PGBD3	hg38
chr10	49613537	49614036	+	CHAT	hg38
chr10	49609810	49610309	+	SLC18A3	hg38
chr10	49679151	49679650	+	C10orf53	hg38
chr10	49762324	49762823	-	OGDHL	hg38
chr10	49942028	49942527	-	PARG	hg38
chr10	49941553	49942052	+	TIMM23B	hg38
chr10	49987906	49988405	+	AGAP6	hg38
chr10	50067454	50067953	+	WASHC2A	hg38
chr10	50251517	50252016	-	ASAH2	hg38
chr10	50623957	50624456	-	SGMS1	hg38
chr10	50739436	50739935	+	ASAH2B	hg38
chr10	50885628	50886127	-	A1CF	hg38
chr10	51073987	51074486	+	PRKG1	hg38
chr10	51699596	51700095	-	CSTF2T	hg38
chr10	52313781	52314280	+	DKK1	hg38
chr10	52772785	52773284	-	MBL2	hg38
chr10	54801232	54801731	-	PCDH15	hg38
chr10	56361260	56361759	-	ZWINT	hg38
chr10	58267895	58268394	-	IPMK	hg38
chr10	58268662	58269161	+	CISD1	hg38
chr10	58334506	58335005	+	UBE2D1	hg38
chr10	58384910	58385409	+	TFAM	hg38
chr10	58512372	58512871	+	BICC1	hg38
chr10	59176143	59176642	+	PHYHIPL	hg38
chr10	59362550	59363049	-	FAM13C	hg38
chr10	59709851	59710350	-	SLC16A9	hg38
chr10	59753456	59753955	-	MRLN	hg38
chr10	59906557	59907056	-	CCDC6	hg38
chr10	60389876	60390375	-	ANK3	hg38
chr10	60777978	60778477	+	CDK1	hg38
chr10	60944186	60944685	-	RHOBTB1	hg38
chr10	61453382	61453881	-	TMEM26	hg38
chr10	61662429	61662928	+	CABCOCO1	hg38
chr10	61901199	61901698	+	ARID5B	hg38
chr10	62268845	62269344	-	RTKN2	hg38
chr10	62373869	62374368	+	ZNF365	hg38
chr10	62804220	62804719	+	ADO	hg38
chr10	62816367	62816866	-	EGR2	hg38
chr10	63132828	63133327	+	NRBF2	hg38
chr10	63465978	63466477	-	JMJD1C	hg38
chr10	63520901	63521400	+	REEP3	hg38
chr10	67696196	67696695	-	CTNNA3	hg38
chr10	66925536	66926035	+	LRRTM3	hg38
chr10	67838189	67838688	-	DNAJC12	hg38
chr10	67884156	67884655	+	SIRT1	hg38
chr10	68075284	68075783	-	HERC4	hg38
chr10	68108988	68109487	+	MYPN	hg38
chr10	68232114	68232613	-	ATOH7	hg38
chr10	68332929	68333428	-	PBLD	hg38
chr10	68331564	68332063	+	HNRNPH3	hg38
chr10	68407278	68407777	-	RUFY2	hg38
chr10	68471974	68472473	-	DNA2	hg38
chr10	68527524	68528023	-	SLC25A16	hg38
chr10	68559837	68560336	+	TET1	hg38
chr10	68720739	68721238	+	CCAR1	hg38
chr10	68827031	68827530	+	STOX1	hg38
chr10	68900815	68901314	+	DDX50	hg38
chr10	68955670	68956169	+	DDX21	hg38
chr10	68988303	68988802	+	KIFBP	hg38
chr10	69087603	69088102	+	SRGN	hg38
chr10	69123678	69124177	+	VPS26A	hg38
chr10	69179734	69180233	+	SUPV3L1	hg38
chr10	69219832	69220331	+	HKDC1	hg38
chr10	69318347	69318846	+	HK1	hg38
chr10	69416919	69417418	-	TACR2	hg38
chr10	69450965	69451464	+	TSPAN15	hg38
chr10	69573423	69573922	-	NEUROG3	hg38
chr10	69629747	69630246	+	FAM241B	hg38
chr10	69801406	69801905	+	COL13A1	hg38
chr10	70052346	70052845	+	MACROH2A2	hg38
chr10	70132826	70133325	-	AIFM2	hg38
chr10	70146701	70147200	-	TYSND1	hg38
chr10	70170515	70171014	-	SAR1A	hg38
chr10	70233430	70233929	-	PPA1	hg38
chr10	70284005	70284504	-	NPFFR1	hg38
chr10	70382626	70383125	-	LRRC20	hg38
chr10	70403645	70404144	+	EIF4EBP2	hg38
chr10	70441682	70442181	-	NODAL	hg38
