region	mutated_tumours	exp_mutated_tumours	p.cohort_skew	fdr.cohort_skew
SOCS6	15	16.937319560495084	0.24046663048638753	0.9994910061190695
DLG5	39	46.36041959486781	0.24051193969970058	0.9994910061190695
KIAA0513	10	14.36679966356285	0.24056324040134358	0.9994910061190695
HRH3	7	17.402475292437042	0.24059738697977714	0.9994910061190695
LYN	14	14.417287017723844	0.24072619860513125	0.9994910061190695
OPN1SW	12	10.061921619902005	0.24074326512473793	0.9994910061190695
IL7R	16	12.323885553165924	0.2407576987925269	0.9994910061190695
MATR3	21	22.774508805914536	0.2407625963863929	0.9994910061190695
PLPP2	7	10.208019114913395	0.2407684907851855	0.9994910061190695
TSKS	15	20.10138298614495	0.2407802972812969	0.9994910061190695
KRTAP4-3	7	5.179581322649668	0.24097319875116777	0.9994910061190695
CRYBA2	7	7.642189424669436	0.24100922388016982	0.9994910061190695
PPP2R5D	18	17.75531327932396	0.24104518333290087	0.9994910061190695
DPRX	11	6.268899560601867	0.24116579200152594	0.9994910061190695
DIRAS1	8	8.693798940691302	0.24127273770241317	0.9994910061190695
UBE3B	35	29.87342926501545	0.2413340807784651	0.9994910061190695
ZFP91	21	19.343270230879018	0.24134442787766916	0.9994910061190695
LIN52	3	3.951133864099111	0.2413976353349268	0.9994910061190695
BMP10	17	12.12938523339991	0.24159412112429568	0.9994910061190695
RIMS2	54	40.56544941289628	0.2416102221158384	0.9994910061190695
NFATC3	22	26.77790122263608	0.24180180551451413	0.9994910061190695
CCDC97	8	13.163117818731196	0.24182292681174358	0.9994910061190695
ULBP3	7	7.620219416242348	0.24185232630155906	0.9994910061190695
HIVEP3	52	51.33869111218547	0.24186302987416863	0.9994910061190695
HS3ST4	12	17.3891229763227	0.2419322398695151	0.9994910061190695
WWC1	29	31.551749158189907	0.2420128228235177	0.9994910061190695
KLK10	5	10.434976494546854	0.2421492173308723	0.9994910061190695
OR2G6	18	8.635271098710001	0.2422036419755199	0.9994910061190695
POM121	23	34.90603936986291	0.24220785618065235	0.9994910061190695
CTLA4	10	6.170833552774818	0.24226173556315586	0.9994910061190695
NANOS2	3	5.067435427102809	0.24232769579046698	0.9994910061190695
PTGFRN	17	27.793057638949378	0.2424938437775325	0.9994910061190695
RAD21	19	17.730801283708388	0.24254788708482602	0.9994910061190695
FAM83D	15	20.632755221345718	0.24259990958195513	0.9994910061190695
NOL6	25	31.612537772326476	0.24271517923135474	0.9994910061190695
NXPH3	9	8.415049010807797	0.24274778974864028	0.9994910061190695
TUBGCP6	45	44.82683078582677	0.2428750341829629	0.9994910061190695
C2	19	20.834949326286562	0.24290946943441086	0.9994910061190695
SF3B4	11	12.018458613057533	0.24299100613691493	0.9994910061190695
GPR52	9	10.049726348696211	0.2430677869580758	0.9994910061190695
LYSMD4	10	8.894271546829417	0.2431120321351423	0.9994910061190695
SLC30A2	11	10.914917348808315	0.24339162916261659	0.9994910061190695
CSN1S1	7	5.521132886573807	0.24346443225376835	0.9994910061190695
PPP2R2D	17	15.547129936917221	0.2435067594259962	0.9994910061190695
ZSWIM8	42	43.151135218779615	0.24355976935004067	0.9994910061190695
TPH1	24	12.684403017095304	0.24361362239025097	0.9994910061190695
NKAPL	21	15.832381268303884	0.24370240506671842	0.9994910061190695
FAM20B	17	11.930846457881033	0.2437330188165955	0.9994910061190695
SPSB2	4	9.359063984958418	0.24377511090294376	0.9994910061190695
PAX3	19	16.11164424203503	0.24383293485184745	0.9994910061190695
RBMS1	11	10.921822212697537	0.2438799235498789	0.9994910061190695
LIPM	16	11.13936387128987	0.2439791447475334	0.9994910061190695
HRH1	17	14.31780117338134	0.2439927658069419	0.9994910061190695
EXOC3	27	22.59158877432126	0.24407034399819735	0.9994910061190695
PSMA4	7	7.3564758355254005	0.24427122077268246	0.9994910061190695
UBASH3A	22	20.012827381025623	0.24430309966877942	0.9994910061190695
CCL13	3	2.526211676291826	0.2443581068583572	0.9994910061190695
PROM2	21	23.2898533414816	0.2443591689160758	0.9994910061190695
AGO3	19	23.37514945576111	0.24453957378645058	0.9994910061190695
ETV3L	14	10.508594640443645	0.24459652623020386	0.9994910061190695
OR2AE1	15	8.76326151479528	0.24463545710200307	0.9994910061190695
NPHP3	36	34.01799935594954	0.24480942498109465	0.9994910061190695
LRRC43	21	22.038141795654727	0.2448799885793957	0.9994910061190695
FOXN4	21	15.63838864796461	0.24492614230699633	0.9994910061190695
CD48	9	6.501448437676941	0.24493099145475217	0.9994910061190695
ZMYM2	40	31.555283463954932	0.24497347683768067	0.9994910061190695
BTBD2	19	22.232239786155528	0.24500280895707735	0.9994910061190695
RBPMS	6	6.951403749393179	0.2450366925647294	0.9994910061190695
DDO	18	10.207209273685855	0.24511109931402916	0.9994910061190695
TMEM9	7	5.9407304851888405	0.24537803416732812	0.9994910061190695
MYH7B	43	51.18793343921526	0.24547263614359388	0.9994910061190695
ZNF334	37	17.460932310205106	0.24549415858066875	0.9994910061190695
PCDHGB4	34	28.27406781763542	0.24557711755022318	0.9994910061190695
WNK2	35	54.22513999734989	0.2455791240717362	0.9994910061190695
IL6R	12	15.176499407910363	0.2455907938039865	0.9994910061190695
SYT5	7	14.16900692582413	0.2457368608989391	0.9994910061190695
DCAF1	39	34.89887723214372	0.24614962675844865	0.9994910061190695
SLC35D2	10	9.236409751213639	0.24618353640073184	0.9994910061190695
DDX39A	13	14.439751020018734	0.24618999308159625	0.9994910061190695
PLCXD3	11	9.352145373213963	0.24639413778885919	0.9994910061190695
OR10J5	11	7.4409886310319	0.24651813323083757	0.9994910061190695
WDR70	23	19.386000349092754	0.2466604978364663	0.9994910061190695
MPV17L	4	8.399036540304957	0.24670890958801983	0.9994910061190695
RBM19	24	28.226362298125267	0.24676444669601852	0.9994910061190695
PCDHAC2	30	28.11757325531158	0.2469018224980516	0.9994910061190695
CYTH1	13	13.120436726029057	0.2469960911978738	0.9994910061190695
GATA6	9	24.079253814485213	0.24702208884729204	0.9994910061190695
PIK3CB	30	26.015881501883072	0.24703737269927803	0.9994910061190695
SOCS7	15	21.964780188426868	0.24705822804790353	0.9994910061190695
FUT5	13	13.559397013186942	0.24712008557003945	0.9994910061190695
PSME1	4	7.655099017745139	0.24712727136291887	0.9994910061190695
PLEKHA1	13	12.942075589707358	0.2471507326776895	0.9994910061190695
LSM14B	12	14.330483758029828	0.24718995486049644	0.9994910061190695
SLC4A2	33	35.07912704779088	0.24726503661198887	0.9994910061190695
FAM189A1	6	18.35408288484411	0.24747187413163282	0.9994910061190695
WDHD1	26	27.643949739937256	0.24748984984460673	0.9994910061190695
CNNM1	26	31.984868688686113	0.2475446862697456	0.9994910061190695
APBA2	23	23.18212445260954	0.2475932171751326	0.9994910061190695
CCDC183	5	18.292323205231668	0.24759378482788078	0.9994910061190695
CXADR	20	11.243933625135655	0.24765556110150394	0.9994910061190695
ITPR2	60	51.847986183961495	0.24766701150095294	0.9994910061190695
KAT2A	24	24.95804344875688	0.24770989599346363	0.9994910061190695
ADGRG3	14	15.676461065043213	0.24773419698183738	0.9994910061190695
PADI2	21	21.133424389222977	0.24789349045831163	0.9994910061190695
TCTN2	14	18.577131393857858	0.24791567175626747	0.9994910061190695
SBDS	8	8.366356516545991	0.2479402706460735	0.9994910061190695
LRRC3B	8	7.390844823938139	0.24809352370998825	0.9994910061190695
ACTBL2	12	11.75170412135259	0.24809656763183552	0.9994910061190695
BAHD1	21	25.36142275494671	0.24812732472150606	0.9994910061190695
CLVS1	11	10.597487701696593	0.24818900219151874	0.9994910061190695
NT5C1B-RDH14	21	20.096192593551656	0.2482568952950723	0.9994910061190695
BRINP2	27	21.36396200291256	0.24830977631717582	0.9994910061190695
PTPN18	13	17.37804539423262	0.24832972278837837	0.9994910061190695
C10orf62	7	7.101562948576939	0.24833709599364046	0.9994910061190695
KLHL41	21	16.404913817804943	0.24835057024662324	0.9994910061190695
HSPBP1	7	13.595957032707911	0.248374223885137	0.9994910061190695
HIBCH	13	11.1604303774238	0.24856155926914356	0.9994910061190695
CHRNA7	14	17.211240968253378	0.2485905253628217	0.9994910061190695
C9orf152	7	6.293502612976884	0.2486444395209547	0.9994910061190695
PRELP	17	11.694362876794658	0.24865903565179534	0.9994910061190695
OR9A4	12	8.196369635887663	0.24879550604600778	0.9994910061190695
KLC2	17	20.60754388724203	0.24888164988393852	0.9994910061190695
CCNC	10	7.424697418396516	0.24894380983507475	0.9994910061190695
CRYGA	8	7.051269399165943	0.24907584155606627	0.9994910061190695
KIR3DL3	17	12.196917818133516	0.24912335685421885	0.9994910061190695
SLC30A4	8	12.498364564773219	0.2491686856665512	0.9994910061190695
ECHDC2	9	11.387546404379153	0.24920146568940948	0.9994910061190695
GALNTL5	17	12.353173681560706	0.24923291020168015	0.9994910061190695
PCDHGB7	41	29.46092791925025	0.24937479593469705	0.9994910061190695
ANKS4B	14	12.254545769492884	0.24945954022659464	0.9994910061190695
MRPS18C	5	3.900516666270527	0.24948016647517193	0.9994910061190695
MRPL28	6	9.18655854619764	0.24961818977318054	0.9994910061190695
FUT6	21	13.477984344122785	0.24970390900941272	0.9994910061190695
EFCAB2	6	5.756876311687533	0.24987178835327448	0.9994910061190695
RRS1	4	14.816045184740041	0.2499541201124479	0.9994910061190695
MS4A10	15	7.361169020983708	0.2500170344723952	0.9994910061190695
OR51F2	17	8.92610419749829	0.2502530465846885	0.9994910061190695
DHRS3	8	10.285951399519377	0.2503052866877487	0.9994910061190695
CRACR2A	21	19.975812124066845	0.25036199633797157	0.9994910061190695
NDUFA13	4	6.234110526034585	0.25042093832364004	0.9994910061190695
APCDD1L	8	18.428932817332814	0.25043005260178297	0.9994910061190695
HS6ST1	10	19.52531403306781	0.25043198822927204	0.9994910061190695
IL17B	7	6.174609037438552	0.2504430683801517	0.9994910061190695
QRICH1	25	19.66406454012964	0.2504441044162146	0.9994910061190695
RBM47	16	23.465819303319982	0.2504621469942017	0.9994910061190695
OR2AG1	11	7.418273922861464	0.2506235883970408	0.9994910061190695
MMP1	9	12.655047890762933	0.2506355411555852	0.9994910061190695
TTC4	11	11.429565876606281	0.2506939149016174	0.9994910061190695
CPNE3	18	13.399530369221836	0.2507368904082271	0.9994910061190695
PTP4A3	12	6.532505111068085	0.250787758749501	0.9994910061190695
PCGF2	15	11.701276493275063	0.25086784506818816	0.9994910061190695
CERS4	13	12.637510873099364	0.2508988772551394	0.9994910061190695
LETM2	17	13.592087014418865	0.25104659060300816	0.9994910061190695
MAP3K21	22	32.55691464756584	0.25106627182451025	0.9994910061190695
ATP5MGL	3	3.3226392000970577	0.251266851059702	0.9994910061190695
OR10AD1	4	8.46647973974146	0.25127485045901105	0.9994910061190695
SEL1L2	23	17.512746224885927	0.2513922298589571	0.9994910061190695
TMEM132B	41	27.958540290797366	0.25155295517199927	0.9994910061190695
TOMT	8	9.10906353564908	0.2515996816626251	0.9994910061190695
ZNF511	7	10.42907251554973	0.2516113133266649	0.9994910061190695
WFS1	23	28.82219061854961	0.25162048245543217	0.9994910061190695
LRRN4	17	25.558569275246356	0.25169198681026905	0.9994910061190695
MMRN1	31	28.49947424559717	0.25181886823744426	0.9994910061190695
HYPK	4	5.158346489519757	0.2518286191675529	0.9994910061190695
CTSG	8	8.716933333815813	0.25182940670360365	0.9994910061190695
CUL7	36	40.7044609772946	0.2518851403753405	0.9994910061190695
FAN1	26	27.08460153375986	0.251927949296537	0.9994910061190695
OR5D16	19	7.918065664154341	0.25208502820713785	0.9994910061190695
CNST	23	19.935685752160985	0.25209607631882924	0.9994910061190695
ICAM3	11	18.37219000668933	0.25211406601200276	0.9994910061190695
TUFM	11	15.353996050289046	0.2524905421988708	0.9994910061190695
CD1E	12	11.152417220228635	0.2525711875474377	0.9994910061190695
CARM1	10	20.038649004899476	0.2525813123765245	0.9994910061190695
CCDC191	29	25.68931617381762	0.2525915378825355	0.9994910061190695
YJU2	6	12.021168601788203	0.2527797475464723	0.9994910061190695
TMEM97	8	5.439905344446938	0.25278646007614386	0.9994910061190695
ZNF641	9	11.801800876753894	0.2529347537404878	0.9994910061190695
PRAMEF27	8	12.386863631278883	0.25305213986695174	0.9994910061190695
PRDX5	6	7.118354189612051	0.2531042206239397	0.9994910061190695
WWOX	18	13.968407438411784	0.25311936449144007	0.9994910061190695
INPP5K	12	13.823222084824804	0.25313532727786003	0.9994910061190695
CREB5	19	14.612670123198937	0.2532439784689132	0.9994910061190695
OR52A5	12	8.241179925995434	0.2534413958489561	0.9994910061190695
AP1M1	15	15.796140285933127	0.25344824125619986	0.9994910061190695
OR8H2	16	8.3004552825498	0.25348031701459156	0.9994910061190695
SCN5A	49	46.64362783904491	0.25351797163675927	0.9994910061190695
GZMB	10	7.957749433101597	0.25351854539241675	0.9994910061190695
AEBP1	31	34.08066648964234	0.25360521777079487	0.9994910061190695
DDIT3	5	5.910866196756346	0.25362414835664693	0.9994910061190695
FAM166A	9	10.163489134814926	0.2537101498718994	0.9994910061190695
DIS3L2	20	25.862571400938286	0.2539708961266171	0.9994910061190695
DPH5	10	8.029299669293495	0.2540079530845181	0.9994910061190695
ATF4	7	10.599370126746393	0.2540366455593567	0.9994910061190695
DNAJC4	3	8.775512777238477	0.25404746190533334	0.9994910061190695
CTRL	6	8.317339333088707	0.2543562377912936	0.9994910061190695
CFAP157	13	15.765358220697603	0.2546298497379982	0.9994910061190695
CIAO3	18	16.628613908205605	0.25468115092403865	0.9994910061190695
FGD3	27	21.136754650444523	0.25489688554644585	0.9994910061190695
UBE2C	7	5.691592764747603	0.2549663789668763	0.9994910061190695
NSF	10	20.033632322732956	0.25507211157962983	0.9994910061190695
WSCD1	19	19.945276728086593	0.2552603791777654	0.9994910061190695
GALNT9	19	22.087061293813623	0.25546002588593497	0.9994910061190695
MAP2K4	20	11.436837821059394	0.25561956699149113	0.9994910061190695
BSX	10	10.222277538042666	0.2558022066564636	0.9994910061190695
PAX2	12	13.0305159290274	0.2558251098096326	0.9994910061190695
JDP2	5	6.869085575032827	0.2558873443600839	0.9994910061190695
TCTN3	9	15.994465486990851	0.256004902085058	0.9994910061190695
RAD9A	6	12.668017579971337	0.2562543633269212	0.9994910061190695
ZNF213	12	18.383104534785666	0.25627354074277864	0.9994910061190695
BCL2L15	7	4.754293769891482	0.25628316075307306	0.9994910061190695
CEBPG	7	5.3458362535360076	0.2563324187289626	0.9994910061190695
SLC6A6	22	17.37784942385373	0.2563648184983138	0.9994910061190695
PSMC3IP	6	7.19638991142946	0.25645369846997124	0.9994910061190695
SSBP4	7	13.963896325369152	0.2565925167541442	0.9994910061190695
DOP1B	49	50.3023611649722	0.2566446251278954	0.9994910061190695
TBC1D2	24	27.88997812597987	0.2567818799824136	0.9994910061190695
SLC6A18	17	19.554778095918333	0.25680849780272536	0.9994910061190695
DEFB127	6	2.6366030841809183	0.2568209885234124	0.9994910061190695
OTOG	21	55.584753713260845	0.2568619032612061	0.9994910061190695
ORAI1	4	11.31034922621619	0.2569056804216475	0.9994910061190695
ZNF701	15	13.167170634672356	0.25695756572320694	0.9994910061190695
NRN1L	6	6.572602864584662	0.25699560562098883	0.9994910061190695
IRF5	20	14.942482274233054	0.2570862295298839	0.9994910061190695
ZNF512	27	16.73591675622846	0.2571096573060864	0.9994910061190695
NR2C1	18	15.871940281133595	0.257354021224424	0.9994910061190695
C18orf25	13	12.344723997518258	0.25735772732867207	0.9994910061190695
LGALS14	6	4.070257684549659	0.25736585142130874	0.9994910061190695
PXDNL	60	37.40838209279933	0.2573850226869331	0.9994910061190695
ALKBH2	7	8.32380312672065	0.25740645586777383	0.9994910061190695
KLF10	13	13.129856798878894	0.2575016572017598	0.9994910061190695
PPP4R3A	19	22.83417483118222	0.2575166959950573	0.9994910061190695
SLC66A1	6	9.252621556933029	0.257605226480079	0.9994910061190695
GLO1	4	5.7082755823311	0.2576455384218651	0.9994910061190695
HYAL2	15	15.809229337402492	0.25766866258062276	0.9994910061190695
DESI2	5	6.170339386588326	0.25781065376952905	0.9994910061190695
THOC5	19	19.527825800261454	0.25784769910535243	0.9994910061190695
KRT35	14	14.078909236657573	0.25785872700219115	0.9994910061190695
ASCL3	5	5.842189926284082	0.2582612499885402	0.9994910061190695
OR52L1	20	8.716284084010653	0.2583017311910867	0.9994910061190695
DAPK1	37	37.039526618600114	0.2583148831892383	0.9994910061190695
SHISA2	12	11.856872202108855	0.2583474633399919	0.9994910061190695
CNTN6	47	23.657800286943303	0.25845306596056994	0.9994910061190695
ICAM5	10	35.50098107676677	0.2585067885075717	0.9994910061190695
TXNDC2	21	11.712271313545553	0.25853483606882705	0.9994910061190695
PEAR1	24	27.490427046330076	0.2585903362835274	0.9994910061190695
OXTR	9	16.834091033747267	0.25872365527600927	0.9994910061190695
ZBTB14	23	13.426530665661176	0.25873744589741354	0.9994910061190695
PTCH1	45	38.463398101233395	0.258775788875293	0.9994910061190695
MTA3	15	16.503361531545984	0.2587904465787194	0.9994910061190695
SMOX	25	18.789830313718834	0.25894664481960805	0.9994910061190695
ALOX5AP	8	4.868534828127275	0.2590982101199476	0.9994910061190695
TMEM94	31	34.32097738390423	0.2591195666434597	0.9994910061190695
ANKRD50	54	32.605800347491886	0.25918263644157324	0.9994910061190695
CYP2U1	6	17.241282439809115	0.25930068825836045	0.9994910061190695
GATA2	8	16.11956909910148	0.25930766555930196	0.9994910061190695
GTF3C2	28	25.264762160682434	0.25943959560270247	0.9994910061190695
UBE2D3	5	4.373897900343075	0.2595066893409904	0.9994910061190695
ADAD2	10	19.258478498531094	0.25951362960266394	0.9994910061190695
RTL1	38	37.898418803661926	0.2595448386137338	0.9994910061190695
NR1D1	15	19.23270450594987	0.25966211857157456	0.9994910061190695
RBM4	9	13.573112598167762	0.2596786121895814	0.9994910061190695
OR2A7	11	8.14412227401141	0.2597250372809074	0.9994910061190695
GABRA4	32	15.5302510760912	0.25972850453536805	0.9994910061190695
OR9Q1	14	8.40541698819928	0.25973816575674513	0.9994910061190695
CNTNAP1	39	38.259263096616486	0.25979492132112975	0.9994910061190695
PKP4	40	31.44586696251423	0.25979684890916144	0.9994910061190695
KDM8	19	12.97294080512369	0.25979896512788886	0.9994910061190695
SLC2A11	12	14.863370000929791	0.2598199209800661	0.9994910061190695
EN1	4	17.581547735758228	0.25991140662228057	0.9994910061190695
GPALPP1	13	10.684889709147166	0.2599383524135262	0.9994910061190695
B3GAT2	7	14.276649150404605	0.2599571956130385	0.9994910061190695
APOA2	4	3.0388804198480814	0.25999921205317456	0.9994910061190695
DNASE1	4	9.477482675859786	0.26014037319866823	0.9994910061190695
PTN	10	5.509325414458683	0.2601612531168979	0.9994910061190695
FAM124A	14	18.085918585050393	0.2601767162615441	0.9994910061190695
INIP	5	3.2951628225130083	0.26024448943483713	0.9994910061190695
FXYD3	8	2.4228373808272856	0.2603490016930224	0.9994910061190695
TMEM161B	23	12.946840520574524	0.26035470561790286	0.9994910061190695
HS2ST1	15	11.205919420864893	0.26041418483690054	0.9994910061190695
OGFR	16	24.98540739298192	0.26059545669863154	0.9994910061190695
HMGCL	7	9.263734971919648	0.26063059915576064	0.9994910061190695
CSGALNACT1	26	16.18188656497061	0.2606598526071405	0.9994910061190695
ASAH1	10	11.040472876202253	0.2607960703821194	0.9994910061190695
NCAPG2	31	28.99551454029119	0.26082503966020404	0.9994910061190695
OR5AR1	12	7.666276916975303	0.26088194588542307	0.9994910061190695
NCKIPSD	11	22.892254910017282	0.26088451490344	0.9994910061190695
MYH11	49	49.76619527318996	0.26090861382732616	0.9994910061190695
CSRP1	3	6.200801410047671	0.26102511112850746	0.9994910061190695
TOR2A	8	12.348918213731208	0.26124263006704784	0.9994910061190695
GNB1L	11	12.675477874295291	0.2612738175189453	0.9994910061190695
TNRC6B	40	39.480947552422315	0.26127531885002886	0.9994910061190695
ALDH1L1	30	24.56046936679943	0.2613501740832216	0.9994910061190695
BRI3BP	5	10.38082760081463	0.2613843348644807	0.9994910061190695
SPRYD3	8	13.859168071533809	0.2614111498376339	0.9994910061190695
PIP5K1C	15	25.13364769707091	0.26148813725588366	0.9994910061190695
TMPRSS2	16	14.918413069351947	0.2615423629560706	0.9994910061190695
RSKR	10	12.245530027072487	0.2616033432265816	0.9994910061190695
TCF25	18	23.17005504354314	0.26173721506568615	0.9994910061190695
PAX9	7	12.791583990737779	0.261740523752832	0.9994910061190695
SLC25A40	11	8.850786241827329	0.2618316420330756	0.9994910061190695
CDCA3	3	8.545075615820277	0.2619056104619481	0.9994910061190695
LGI4	18	18.616382751967286	0.2619074774205069	0.9994910061190695
RELN	61	59.20010493403206	0.26204819054713946	0.9994910061190695
ZNF705A	14	8.973359027116498	0.26219029177797987	0.9994910061190695
AGBL3	24	23.5279280977297	0.26222706889341657	0.9994910061190695
PRDM9	45	22.816995029042715	0.2623264582283585	0.9994910061190695
CDHR2	37	33.48908076485331	0.26238957045375694	0.9994910061190695
PAK1	16	15.553324285516176	0.26250471818772747	0.9994910061190695
CLCN6	26	25.489703787896218	0.26253323877914797	0.9994910061190695
EPX	35	23.260810642073125	0.26257722569103126	0.9994910061190695
POTEG	7	14.647129275000841	0.26263114429591955	0.9994910061190695
WDR82	9	10.096268567737186	0.26274867254664985	0.9994910061190695
PRRT4	18	30.105610690568344	0.26275673296941765	0.9994910061190695
FIGNL1	23	17.990423095489145	0.26277255167123387	0.9994910061190695
KRT27	18	15.311060076688866	0.26278242046695205	0.9994910061190695
UBE2G2	7	5.919250584497454	0.2628484072153531	0.9994910061190695
SCO1	9	10.934706217463278	0.26298022541446714	0.9994910061190695
OR2AT4	13	8.104101985756106	0.2630522228013913	0.9994910061190695
EVL	10	13.143986090163608	0.2632662563316784	0.9994910061190695
POLR1A	36	42.284236559556	0.2632986139659224	0.9994910061190695
KHDC3L	11	9.067573710705512	0.2633460045376325	0.9994910061190695
ERN1	27	27.72210140920185	0.26346473381744584	0.9994910061190695
SLC2A4	18	15.462013363421535	0.2635431341473822	0.9994910061190695
ALDH1A2	14	14.904228007224669	0.26355656252793136	0.9994910061190695
NME2	4	5.370088353271134	0.2635576408148607	0.9994910061190695
AGTR1	15	9.625400263248643	0.2635664532792729	0.9994910061190695
DDX41	15	21.52926442901088	0.26366996271767834	0.9994910061190695
TXNDC16	29	19.482932900861265	0.2637172992504136	0.9994910061190695
TNS4	17	19.58366402104456	0.26373708150789954	0.9994910061190695
KRT4	20	16.192045310341136	0.26376823525218773	0.9994910061190695
PRPF3	22	20.43601256887654	0.26393102955790726	0.9994910061190695
HRAS	7	6.841408643823258	0.26393502865820445	0.9994910061190695
BLOC1S5	8	6.291281325645865	0.26412981392701346	0.9994910061190695
CADM1	16	14.630859883726824	0.2642512074382362	0.9994910061190695
PHF13	16	10.5284006344888	0.26431552788626655	0.9994910061190695
PWP2	3	26.692701447965394	0.2643778900802897	0.9994910061190695
SLC12A8	14	18.78555226650054	0.2644164970364907	0.9994910061190695
ZFPM2	41	28.442854566321625	0.2644410101880076	0.9994910061190695
RACGAP1	26	18.355151959307726	0.26448001998830384	0.9994910061190695
WASHC5	28	29.35646630356449	0.2645361683577443	0.9994910061190695
ZNF324	15	22.019403047032434	0.2645804027042675	0.9994910061190695
HCN1	45	25.936587649064318	0.26465183411351534	0.9994910061190695
DDR2	32	22.21169649140877	0.2647048908348456	0.9994910061190695
GPX2	9	6.228631717602199	0.2647766400404414	0.9994910061190695
TFB1M	15	11.444862347451608	0.2648767811719834	0.9994910061190695
ADARB1	22	21.16288365666473	0.2649199995108042	0.9994910061190695
EDN1	8	7.077160161056067	0.26498694462153805	0.9994910061190695
RPSAP58	12	8.591777898608541	0.26521535610746805	0.9994910061190695
FYCO1	43	36.515570781140134	0.2652703211073329	0.9994910061190695
PPM1L	18	12.775601661362176	0.26534775242910225	0.9994910061190695
FIBCD1	8	17.840662378554978	0.2654218025064974	0.9994910061190695
SLC5A10	24	18.44338462097053	0.2654450554593742	0.9994910061190695
LRRC74B	5	12.231808755113434	0.2654454686858137	0.9994910061190695
N4BP3	15	20.63023018120906	0.2655237322405628	0.9994910061190695
SLC35G3	14	10.224796818266112	0.2656623714105371	0.9994910061190695
VAMP2	4	3.840868891958822	0.265693343447333	0.9994910061190695
UBE2S	3	9.17972070602115	0.26571512110803047	0.9994910061190695
CNOT8	9	8.21684044608154	0.2657350747778254	0.9994910061190695
ULK3	12	16.45816172564881	0.2657427343142491	0.9994910061190695
RALYL	21	9.434794385887495	0.26577471219422794	0.9994910061190695
LPAR2	16	13.029616980571523	0.26582996326351704	0.9994910061190695
GAK	29	36.88812822598431	0.2659366595587893	0.9994910061190695
PENK	11	9.901636804946888	0.26611577065163694	0.9994910061190695
TNPO3	32	25.303282552493688	0.2661429684531223	0.9994910061190695
EIF4E1B	11	7.956073828193805	0.26621799169792776	0.9994910061190695
BRPF1	28	33.89000757381892	0.2662593690210736	0.9994910061190695
PRSS22	7	10.703911446948567	0.2662914191301632	0.9994910061190695
LYL1	6	11.467695420180958	0.26629834304114713	0.9994910061190695
HIPK2	24	31.068426699961577	0.2665886766930581	0.9994910061190695
KRTAP4-6	9	6.1672818431589	0.26659912344000364	0.9994910061190695
IKZF4	16	17.76849904353617	0.2667017373901212	0.9994910061190695
GCDH	11	15.867774162188674	0.26671703585923134	0.9994910061190695
SLCO2B1	29	20.091901293932878	0.26675833687475753	0.9994910061190695
SELENOO	14	27.30016027035051	0.2667618074105867	0.9994910061190695
PTGIS	11	16.569316618974632	0.2667889246979488	0.9994910061190695
PANX3	23	11.410043333383172	0.26679331923086663	0.9994910061190695
LRP6	44	36.90586875548075	0.2669332337946115	0.9994910061190695
NALCN	55	40.579523953646174	0.26693572077213346	0.9994910061190695
PKD1L1	59	53.27094734612361	0.26703802869815296	0.9994910061190695
SUSD6	6	8.952587160877005	0.2672113139395583	0.9994910061190695
FAM151B	12	7.231265392273345	0.26721627051619484	0.9994910061190695
FOSB	9	13.35517134440801	0.26729219886666195	0.9994910061190695
SELENON	14	19.0744203432266	0.26733247991287956	0.9994910061190695
MTAP	9	8.400216904392371	0.2673627470614708	0.9994910061190695
FZD8	11	28.70599534193703	0.2673874035888282	0.9994910061190695
KRT74	13	16.775321574789096	0.26740421202824927	0.9994910061190695
HMCES	13	11.104436423648435	0.2676886664060764	0.9994910061190695
SLX1A	3	11.849428958864317	0.2677655446509824	0.9994910061190695
SAA2	3	4.7029828735987085	0.26793205706731477	0.9994910061190695
LCN8	3	6.087529416251414	0.26794181664800454	0.9994910061190695
STARD9	46	70.22624574106028	0.2679486923488352	0.9994910061190695
SLC24A4	18	18.448856014175348	0.26801574591982735	0.9994910061190695
CES4A	12	17.161051711095812	0.2681765657623983	0.9994910061190695
ZBTB17	20	26.4337543524745	0.26820121387839874	0.9994910061190695
GLYATL1	9	8.907496304828406	0.26832863653911326	0.9994910061190695
TM4SF19	7	5.971138618042438	0.2683633463507488	0.9994910061190695
ZNF808	33	22.864351825434714	0.2684028925613656	0.9994910061190695
ATG2A	31	47.57504939429034	0.2684057796817816	0.9994910061190695
PRRC2B	38	52.62694836745397	0.26845903949199973	0.9994910061190695
PIAS2	19	16.651259272619438	0.26847944403476154	0.9994910061190695
OR1A2	11	7.897567276605535	0.2684860813015794	0.9994910061190695
WFIKKN1	13	21.649817472430225	0.26850957347408794	0.9994910061190695
SLC17A7	15	19.002868761701464	0.2685742710021902	0.9994910061190695
GCLM	8	8.168033308648267	0.2685807470204875	0.9994910061190695
MROH7	31	32.2047312414825	0.2686552320254619	0.9994910061190695
ZNF254	24	16.470552553311627	0.26870759347337575	0.9994910061190695
OR7D4	10	7.693233152917829	0.26882314451331196	0.9994910061190695
TOR1A	9	10.496805946260254	0.26884066906391485	0.9994910061190695
PYCARD	3	8.413321659188972	0.26884073837007266	0.9994910061190695
OR5B21	15	7.852883945330061	0.26890972212173275	0.9994910061190695
